address,city,price(USD),bds,ba,sqft,state,url
908 S Orange Ave,SANTA ANA,498000,4,3,1894,CA,https://www.zillow.com/homedetails/908-S-Orange-Ave-Santa-Ana-CA-92701/25095426_zpid/
8971 Shoreham Dr,Los Angeles,6995000,4,7,6032,CA,https://www.zillow.com/homedetails/8971-Shoreham-Dr-Los-Angeles-CA-90069/20799425_zpid/
279 Higate Dr,Daly City,788000,3,2,1160,CA,https://www.zillow.com/homedetails/279-Higate-Dr-Daly-City-CA-94015/15472064_zpid/
15024 Jupiter St,WHITTIER,499888,3,2,1212,CA,https://www.zillow.com/homedetails/15024-Jupiter-St-Whittier-CA-90603/21460866_zpid/
29139 Misty Point Ln,Menifee,300000,5,3,2309,CA,https://www.zillow.com/homedetails/29139-Misty-Point-Ln-Menifee-CA-92585/2086102633_zpid/
350 K St UNIT 312,SAN DIEGO,400000,2,2,1023,CA,https://www.zillow.com/homedetails/350-K-St-UNIT-312-San-Diego-CA-92101/54907184_zpid/
1563 E 53rd St,Los Angeles,190000,2,1,816,CA,https://www.zillow.com/homedetails/1563-E-53rd-St-Los-Angeles-CA-90011/20614510_zpid/
7455 Hillside Dr,LA JOLLA,12999900,5,7,9200,CA,https://www.zillow.com/homedetails/7455-Hillside-Dr-La-Jolla-CA-92037/16851377_zpid/
4347 Marina Dr,SANTA BARBARA,21500000,6,8,14000,CA,https://www.zillow.com/homedetails/4347-Marina-Dr-Santa-Barbara-CA-93110/15905016_zpid/
1031 61st St,Oakland,629000,2,2,1180,CA,https://www.zillow.com/homedetails/1031-61st-St-Oakland-CA-94608/24754871_zpid/
10238 Clancey Ave,DOWNEY,600000,4,2,1521,CA,https://www.zillow.com/homedetails/10238-Clancey-Ave-Downey-CA-90241/21066000_zpid/
4230 Valley Meadow Rd,ENCINO,7999000,8,11,10400,CA,https://www.zillow.com/homedetails/4230-Valley-Meadow-Rd-Encino-CA-91436/19992072_zpid/
29020 Cliffside Dr,MALIBU,17995000,4,4,4054,CA,https://www.zillow.com/homedetails/29020-Cliffside-Dr-Malibu-CA-90265/20555558_zpid/
1110 Green St,SAN FRANCISCO,14400000,4,6,3795,CA,https://www.zillow.com/homedetails/1110-Green-St-San-Francisco-CA-94109/15066047_zpid/
20079 Northcliff Dr,Canyon Country,135000,2,2,1050,CA,https://www.zillow.com/homedetails/20079-Northcliff-Dr-Canyon-Country-CA-91351/2146861102_zpid/
5025 Noble Ave,SHERMAN OAKS,799000,3,3,1566,CA,https://www.zillow.com/homedetails/5025-Noble-Ave-Sherman-Oaks-CA-91403/19982130_zpid/
820 N Whittier Dr,BEVERLY HILLS,26500000,6,9,9200,CA,https://www.zillow.com/homedetails/820-N-Whittier-Dr-Beverly-Hills-CA-90210/20521401_zpid/
609 Palisades Beach Rd,SANTA MONICA,21875000,10,12,10723,CA,https://www.zillow.com/homedetails/609-Palisades-Beach-Rd-Santa-Monica-CA-90402/20486935_zpid/
806 Potrero Ave,SAN FRANCISCO,795000,2,1,1133,CA,https://www.zillow.com/homedetails/806-Potrero-Ave-San-Francisco-CA-94110/15150275_zpid/
3906 Sunset Dr,LOS ANGELES,995000,4,2,1583,CA,https://www.zillow.com/homedetails/3906-Sunset-Dr-Los-Angeles-CA-90027/20747108_zpid/
9255 Swallow Dr,Los Angeles,26995000,7,12,12800,CA,https://www.zillow.com/homedetails/9255-Swallow-Dr-Los-Angeles-CA-90069/20799705_zpid/
20242 Westpoint Dr,RIVERSIDE,445000,5,4,4295,CA,https://www.zillow.com/homedetails/20242-Westpoint-Dr-Riverside-CA-92507/67087601_zpid/
8462 Kirkwood Dr,LOS ANGELES,799000,2,1,901,CA,https://www.zillow.com/homedetails/8462-Kirkwood-Dr-Los-Angeles-CA-90046/20797866_zpid/
7 Country Oak Ln,ALAMO,39000000,10,22,21582,CA,https://www.zillow.com/homedetails/7-Country-Oak-Ln-Alamo-CA-94507/82864429_zpid/
2404 San Marco Dr,LOS ANGELES,1995000,5,6,2706,CA,https://www.zillow.com/homedetails/2404-San-Marco-Dr-Los-Angeles-CA-90068/20804179_zpid/
35545 Balsam St,WILDOMAR,385000,5,3,2640,CA,https://www.zillow.com/homedetails/35545-Balsam-St-Wildomar-CA-92595/17941728_zpid/
881 Thomas Ave APT 21,San Diego,795000,3,2,1362,CA,https://www.zillow.com/homedetails/881-Thomas-Ave-APT-21-San-Diego-CA-92109/2085608834_zpid/
7292 Exotic Garden Dr,CAMBRIA,60000000,11,12,32500,CA,https://www.zillow.com/homedetails/7292-Exotic-Garden-Dr-Cambria-CA-93428/15404962_zpid/
5230 Gordon Ave,EL CERRITO,549000,3,2,1424,CA,https://www.zillow.com/homedetails/5230-Gordon-Ave-El-Cerrito-CA-94530/18535514_zpid/
6164 Mauritania Ave,OAKLAND,395000,2,1,1098,CA,https://www.zillow.com/homedetails/6164-Mauritania-Ave-Oakland-CA-94605/24785582_zpid/
256 Eucalyptus Hill Dr,SANTA BARBARA,36890000,7,20,22729,CA,https://www.zillow.com/homedetails/256-Eucalyptus-Hill-Dr-Santa-Barbara-CA-93108/15881754_zpid/
8 Beverly Park,Beverly Hills,34800000,7,10,11145,CA,https://www.zillow.com/homedetails/8-Beverly-Park-Beverly-Hills-CA-90210/20533668_zpid/
4125 Franklin Ave,FULLERTON,549900,3,2,1400,CA,https://www.zillow.com/homedetails/4125-Franklin-Ave-Fullerton-CA-92833/25152393_zpid/
34 Sylvan Way,Woodacre,499000,3,1,1422,CA,https://www.zillow.com/homedetails/34-Sylvan-Way-Woodacre-CA-94973/82589073_zpid/
12579 Empire Pl,VICTORVILLE,193900,3,2,1268,CA,https://www.zillow.com/homedetails/12579-Empire-Pl-Victorville-CA-92392/17630618_zpid/
659 E 52nd Pl,Los Angeles,315000,2,1,960,CA,https://www.zillow.com/homedetails/659-E-52nd-Pl-Los-Angeles-CA-90011/20613205_zpid/
2910 Ellis St,BERKELEY,875000,2,2,1557,CA,https://www.zillow.com/homedetails/2910-Ellis-St-Berkeley-CA-94703/24830311_zpid/
714 E Stearns Ave,LA HABRA,370000,3,1,1120,CA,https://www.zillow.com/homedetails/714-E-Stearns-Ave-La-Habra-CA-90631/25363321_zpid/
10483 Sandall Ln,LOS ANGELES,8450000,4,5,6880,CA,https://www.zillow.com/homedetails/10483-Sandall-Ln-Los-Angeles-CA-90077/20529750_zpid/
23777 Mulholland Hwy SPC 151,Calabasas,349000,4,3,1800,CA,https://www.zillow.com/homedetails/23777-Mulholland-Hwy-SPC-151-Calabasas-CA-91302/2127467639_zpid/
1816 Laurel Canyon Blvd,LOS ANGELES,5250000,5,6,5960,CA,https://www.zillow.com/homedetails/1816-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/20802436_zpid/
5107 Los Hermosos Way,Los Angeles,10498000,5,7,7511,CA,https://www.zillow.com/homedetails/5107-Los-Hermosos-Way-Los-Angeles-CA-90027/2085523910_zpid/
9719 Heather Rd,BEVERLY HILLS,24500000,5,8,10050,CA,https://www.zillow.com/homedetails/9719-Heather-Rd-Beverly-Hills-CA-90210/20522792_zpid/
636 Sunnyside Ave,SAN DIEGO,460000,4,1,1112,CA,https://www.zillow.com/homedetails/636-Sunnyside-Ave-San-Diego-CA-92114/17122903_zpid/
2037 36th Ave,OAKLAND,499000,3,2,1292,CA,https://www.zillow.com/homedetails/2037-36th-Ave-Oakland-CA-94601/24779425_zpid/
6127 Glen Holly St,LOS ANGELES,799000,2,1,792,CA,https://www.zillow.com/homedetails/6127-Glen-Holly-St-Los-Angeles-CA-90068/20806882_zpid/
1369 Coast Walk,La Jolla,29500000,6,11,12000,CA,https://www.zillow.com/homedetails/1369-Coast-Walk-La-Jolla-CA-92037/2089445597_zpid/
2061 Ivar Ave,Los Angeles,1399000,3,4,1983,CA,https://www.zillow.com/homedetails/2061-Ivar-Ave-Los-Angeles-CA-90068/20804534_zpid/
(undisclosed Address),LAGUNA BEACH,48000000,6,9,10000,CA,https://www.zillow.com/homedetails/(undisclosed-Address)-Laguna-Beach-CA-92651/2085830202_zpid/
12843 Andretti St,MORENO VALLEY,251500,3,2,1460,CA,https://www.zillow.com/homedetails/12843-Andretti-St-Moreno-Valley-CA-92553/17890144_zpid/
23500 Collins St,Woodland Hills,2850000,6,7,6400,CA,https://www.zillow.com/homedetails/23500-Collins-St-Woodland-Hills-CA-91367/2099669324_zpid/
12 Fairway Pt,NEWPORT COAST,33900000,7,9,13532,CA,https://www.zillow.com/homedetails/12-Fairway-Pt-Newport-Coast-CA-92657/25503166_zpid/
41 Tide Watch,Newport Coast,23850000,6,8,12826,CA,https://www.zillow.com/homedetails/41-Tide-Watch-Newport-Coast-CA-92657/69248438_zpid/
27748 Hummingbird Ct,HAYWARD,548999,4,3,1656,CA,https://www.zillow.com/homedetails/27748-Hummingbird-Ct-Hayward-CA-94545/24989509_zpid/
10535 Vestone Way,LOS ANGELES,17888000,6,7,14586,CA,https://www.zillow.com/homedetails/10535-Vestone-Way-Los-Angeles-CA-90077/20529542_zpid/
39 Ramona Ave,Piedmont,1095000,3,2,1449,CA,https://www.zillow.com/homedetails/39-Ramona-Ave-Piedmont-CA-94611/24750854_zpid/
15 Skyview Way,SAN FRANCISCO,1295000,3,2,1850,CA,https://www.zillow.com/homedetails/15-Skyview-Way-San-Francisco-CA-94131/15132094_zpid/
4630 Tobias Ave,SHERMAN OAKS,2095000,5,7,4282,CA,https://www.zillow.com/homedetails/4630-Tobias-Ave-Sherman-Oaks-CA-91403/19984062_zpid/
13691 Gavina Ave UNIT 638,Sylmar,149900,3,2,1680,CA,https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-638-Sylmar-CA-91342/136709735_zpid/
1620 Carla Rdg,BEVERLY HILLS,24950000,6,8,9393,CA,https://www.zillow.com/homedetails/1620-Carla-Rdg-Beverly-Hills-CA-90210/20534519_zpid/
7111 La Tijera Blvd APT A202,LOS ANGELES,580000,2,3,1618,CA,https://www.zillow.com/homedetails/7111-La-Tijera-Blvd-APT-A202-Los-Angeles-CA-90045/59276499_zpid/
1181 Laurel Way,BEVERLY HILLS,15250000,7,8,9370,CA,https://www.zillow.com/homedetails/1181-Laurel-Way-Beverly-Hills-CA-90210/61361593_zpid/
2500 E Valley Rd,SANTA BARBARA,85000000,12,13,29483,CA,https://www.zillow.com/homedetails/2500-E-Valley-Rd-Santa-Barbara-CA-93108/15960404_zpid/
30802 Coast Hwy SPC B1,Laguna Beach,149900,2,2,950,CA,https://www.zillow.com/homedetails/30802-Coast-Hwy-SPC-B1-Laguna-Beach-CA-92651/69251171_zpid/
3100 Benedict Canyon Dr,BEVERLY HILLS,15988000,6,11,12569,CA,https://www.zillow.com/homedetails/3100-Benedict-Canyon-Dr-Beverly-Hills-CA-90210/95046675_zpid/
16443 Top O Crosby,SAN DIEGO,13500000,8,11,15113,CA,https://www.zillow.com/homedetails/16443-Top-O-Crosby-San-Diego-CA-92127/99576328_zpid/
1093 19th St,San Francisco,1159000,3,2,1454,CA,https://www.zillow.com/homedetails/1093-19th-St-San-Francisco-CA-94107/2085618593_zpid/
2714 Adriatic Way,Sacramento,399900,3,2,1574,CA,https://www.zillow.com/homedetails/2714-Adriatic-Way-Sacramento-CA-95826/25891557_zpid/
9237 Wakefield Ave,PANORAMA CITY,550000,4,4,1850,CA,https://www.zillow.com/homedetails/9237-Wakefield-Ave-Panorama-City-CA-91402/20125003_zpid/
5872 Morpeth St,OAKLAND,1350000,3,2,2262,CA,https://www.zillow.com/homedetails/5872-Morpeth-St-Oakland-CA-94618/24812600_zpid/
145 S La Paz St,ANAHEIM,689000,3,2,1505,CA,https://www.zillow.com/homedetails/145-S-La-Paz-St-Anaheim-CA-92807/25414094_zpid/
16512 Blackbeard Ln APT 200,Huntington Beach,290000,3,2,1272,CA,https://www.zillow.com/homedetails/16512-Blackbeard-Ln-APT-200-Huntington-Beach-CA-92649/25740375_zpid/
8435 Summerfield Ave,WHITTIER,389000,3,2,1152,CA,https://www.zillow.com/homedetails/8435-Summerfield-Ave-Whittier-CA-90606/21446013_zpid/
1174 Waverly Cir,HERCULES,549950,4,3,2123,CA,https://www.zillow.com/homedetails/1174-Waverly-Cir-Hercules-CA-94547/64810894_zpid/
3243 Sonoma Ave,Santa Rosa,459000,3,2,1344,CA,https://www.zillow.com/homedetails/3243-Sonoma-Ave-Santa-Rosa-CA-95405/15760296_zpid/
2229 Thistle St,Rosamond,20422,3,2,1532,CA,https://www.zillow.com/homedetails/2229-Thistle-St-Rosamond-CA-93560/18968580_zpid/
1024 Summit Dr,BEVERLY HILLS,22500000,7,8,12000,CA,https://www.zillow.com/homedetails/1024-Summit-Dr-Beverly-Hills-CA-90210/20522157_zpid/
1116 Laurel Way,BEVERLY HILLS,19998000,6,8,10309,CA,https://www.zillow.com/homedetails/1116-Laurel-Way-Beverly-Hills-CA-90210/20522032_zpid/
