address,city,price(USD),age,bds,ba,sqft,state,url
1172 N Doheny Dr,Los Angeles,9300000,1,7.0,7.0,6485,CA,https://www.zillow.com/homedetails/1172-N-Doheny-Dr-Los-Angeles-CA-90069/20799494_zpid/
24100 Hidden Ridge Rd,Hidden Hills,12995000,5,6.0,7.0,10876,CA,https://www.zillow.com/homedetails/24100-Hidden-Ridge-Rd-Hidden-Hills-CA-91302/119679793_zpid/
7541 Shady Glen Cir,Huntington Beach,387500,20,2.0,3.0,1513,CA,https://www.zillow.com/homedetails/7541-Shady-Glen-Cir-Huntington-Beach-CA-92648/51673517_zpid/
1456 E Philadelphia St SPC 378,Ontario,179900,0,3.0,2.0,1510,CA,https://www.zillow.com/homedetails/1456-E-Philadelphia-St-SPC-378-Ontario-CA-91761/2098879848_zpid/
9133 Oriole Way,West Hollywood,29000000,4,6.0,10.0,12530,CA,https://www.zillow.com/homedetails/9133-Oriole-Way-West-Hollywood-CA-90069/20799194_zpid/
27500 La Vida Real,LOS ALTOS HILLS,49990000,9,5.0,12.0,20982,CA,https://www.zillow.com/homedetails/27500-La-Vida-Real-Los-Altos-Hills-CA-94022/69299302_zpid/
1400 Mission St APT 810,San Francisco,310484,4,1.0,1.0,631,CA,https://www.zillow.com/homedetails/1400-Mission-St-APT-810-San-Francisco-CA-94103/241585150_zpid/
1231 Lago Vista Dr,BEVERLY HILLS,39500000,3,7.0,11.0,14173,CA,https://www.zillow.com/homedetails/1231-Lago-Vista-Dr-Beverly-Hills-CA-90210/20522701_zpid/
6241 Warner Ave SPC 207,Huntington Beach,174900,25,4.0,2.0,1350,CA,https://www.zillow.com/homedetails/6241-Warner-Ave-SPC-207-Huntington-Beach-CA-92647/2086424848_zpid/
17405 Cumpston St,Encino,4995000,1,6.0,10.0,10044,CA,https://www.zillow.com/homedetails/17405-Cumpston-St-Encino-CA-91316/2087115202_zpid/
2820 Scott St,San Francisco,27500000,115,7.0,11.0,16000,CA,https://www.zillow.com/homedetails/2820-Scott-St-San-Francisco-CA-94123/2143821426_zpid/
6750 Fig St,RIVERSIDE,285000,72,3.0,2.0,1432,CA,https://www.zillow.com/homedetails/6750-Fig-St-Riverside-CA-92506/17850075_zpid/
1208 E Leigh Ct,Long Beach,198000,97,2.0,1.0,722,CA,https://www.zillow.com/homedetails/1208-E-Leigh-Ct-Long-Beach-CA-90806/21197289_zpid/
1143 Ravoli Dr,Pacific Palisades,24450000,1,8.0,12.0,13777,CA,https://www.zillow.com/homedetails/1143-Ravoli-Dr-Pacific-Palisades-CA-90272/244498794_zpid/
3325 82nd Ave,OAKLAND,499000,81,2.0,1.0,1094,CA,https://www.zillow.com/homedetails/3325-82nd-Ave-Oakland-CA-94605/24794218_zpid/
11585 Spruce Run Dr,SAN DIEGO,1249000,21,6.0,4.0,3562,CA,https://www.zillow.com/homedetails/11585-Spruce-Run-Dr-San-Diego-CA-92131/16824653_zpid/
1006 Chantilly Rd,LOS ANGELES,15000000,5,7.0,10.0,10000,CA,https://www.zillow.com/homedetails/1006-Chantilly-Rd-Los-Angeles-CA-90077/20529214_zpid/
1836 Cindy St,San Diego,90000,43,3.0,2.0,820,CA,https://www.zillow.com/homedetails/1836-Cindy-St-San-Diego-CA-92154/140633943_zpid/
701 E Orange Grove Blvd,PASADENA,330000,40,2.0,2.0,948,CA,https://www.zillow.com/homedetails/701-E-Orange-Grove-Blvd-Pasadena-CA-91104/20866510_zpid/
10778 Chalon Rd,Los Angeles,35000000,92,7.0,6.0,11200,CA,https://www.zillow.com/homedetails/10778-Chalon-Rd-Los-Angeles-CA-90077/20526741_zpid/
3990 Washington St,San Francisco,11500000,110,6.0,6.5,7600,CA,https://www.zillow.com/homedetails/3990-Washington-St-San-Francisco-CA-94118/2088100129_zpid/
24051 Long Valley Rd,Hidden Hills,17500000,36,7.0,9.0,11850,CA,https://www.zillow.com/homedetails/24051-Long-Valley-Rd-Hidden-Hills-CA-91302/19882864_zpid/
15111 Pipeline Ave,Chino Hills,219000,0,3.0,2.0,1541,CA,https://www.zillow.com/homedetails/15111-Pipeline-Ave-Chino-Hills-CA-91709/82918444_zpid/
2078 Stradella Rd,LOS ANGELES,5995000,63,6.0,9.0,15000,CA,https://www.zillow.com/homedetails/2078-Stradella-Rd-Los-Angeles-CA-90077/20530384_zpid/
1029 Hanover Dr,BEVERLY HILLS,39995000,1,5.0,8.0,12000,CA,https://www.zillow.com/homedetails/1029-Hanover-Dr-Beverly-Hills-CA-90210/20522338_zpid/
6722 Burdett Way,SACRAMENTO,284900,59,3.0,2.0,1254,CA,https://www.zillow.com/homedetails/6722-Burdett-Way-Sacramento-CA-95823/25840479_zpid/
1469 Bel Air Rd,Los Angeles,14950000,1,7.0,12.0,12339,CA,https://www.zillow.com/homedetails/1469-Bel-Air-Rd-Los-Angeles-CA-90077/20529570_zpid/
1744 Stone Canyon Rd,LOS ANGELES,6750000,15,6.0,8.0,7800,CA,https://www.zillow.com/homedetails/1744-Stone-Canyon-Rd-Los-Angeles-CA-90077/20529449_zpid/
1802 Princeton Ave,STOCKTON,199900,77,3.0,2.0,1503,CA,https://www.zillow.com/homedetails/1802-Princeton-Ave-Stockton-CA-95204/15310295_zpid/
993 Dolores St,San Francisco,899000,111,2.0,2.0,1175,CA,https://www.zillow.com/homedetails/993-Dolores-St-San-Francisco-CA-94110/2086204887_zpid/
5301 Amestoy Ave,ENCINO,5475000,0,6.0,10.0,8500,CA,https://www.zillow.com/homedetails/5301-Amestoy-Ave-Encino-CA-91316/19979327_zpid/
1940 Bel Air Rd,LOS ANGELES,27995000,6,8.0,15.0,16590,CA,https://www.zillow.com/homedetails/1940-Bel-Air-Rd-Los-Angeles-CA-90077/20529501_zpid/
61 Faxon Rd,Atherton,26500000,1,7.0,12.0,13014,CA,https://www.zillow.com/homedetails/61-Faxon-Rd-Atherton-CA-94027/15593641_zpid/
517 N Rexford Dr,BEVERLY HILLS,12495000,13,6.0,9.0,9564,CA,https://www.zillow.com/homedetails/517-N-Rexford-Dr-Beverly-Hills-CA-90210/20521050_zpid/
23777 Mulholland Hwy SPC 162,Calabasas,209500,46,3.0,2.0,1488,CA,https://www.zillow.com/homedetails/23777-Mulholland-Hwy-SPC-162-Calabasas-CA-91302/2134536752_zpid/
3701 Catalina Dr,Carlsbad,699000,43,5.0,3.0,2127,CA,https://www.zillow.com/homedetails/3701-Catalina-Dr-Carlsbad-CA-92010/2085620347_zpid/
1160 Shadow Hill Way,BEVERLY HILLS,19995000,39,5.0,8.0,10370,CA,https://www.zillow.com/homedetails/1160-Shadow-Hill-Way-Beverly-Hills-CA-90210/20522007_zpid/
5889 Jed Smith Rd,Hidden Hills,14995000,11,7.0,12.0,12351,CA,https://www.zillow.com/homedetails/5889-Jed-Smith-Rd-Hidden-Hills-CA-91302/19882707_zpid/
25860 Chalmers Pl,Calabasas,3895000,24,7.0,8.0,6947,CA,https://www.zillow.com/homedetails/25860-Chalmers-Pl-Calabasas-CA-91302/19883232_zpid/
3432 Pinebrook,Costa Mesa,418000,43,3.0,2.0,1480,CA,https://www.zillow.com/homedetails/3432-Pinebrook-Costa-Mesa-CA-92626/2109776309_zpid/
14000 Calle Real,GOLETA,110000000,4,10.0,21.0,360,CA,https://www.zillow.com/homedetails/14000-Calle-Real-Goleta-CA-93117/15917936_zpid/
7575 Hill Rd,Granite Bay,500000,42,4.0,3.0,1957,CA,https://www.zillow.com/homedetails/7575-Hill-Rd-Granite-Bay-CA-95746/17677801_zpid/
643 Cragmont Ave,BERKELEY,795000,91,2.0,1.0,843,CA,https://www.zillow.com/homedetails/643-Cragmont-Ave-Berkeley-CA-94708/24848218_zpid/
3154 Riley Rd,SOLVANG,299000,42,4.0,2.0,2446,CA,https://www.zillow.com/homedetails/3154-Riley-Rd-Solvang-CA-93463/15957388_zpid/
1220 Tasman Dr SPC 271,Sunnyvale,278800,20,2.0,2.0,1319,CA,https://www.zillow.com/homedetails/1220-Tasman-Dr-SPC-271-Sunnyvale-CA-94089/2101358281_zpid/
5148 Main Ave,Orangevale,200000,N/A,,1.0,2085,CA,https://www.zillow.com/homedetails/5148-Main-Ave-Orangevale-CA-95662/2085516374_zpid/
813 N Alpine Dr,BEVERLY HILLS,21999000,7,6.0,10.0,11000,CA,https://www.zillow.com/homedetails/813-N-Alpine-Dr-Beverly-Hills-CA-90210/20519817_zpid/
2622 N Tustin Ave UNIT A,Santa Ana,204900,44,2.0,2.0,1283,CA,https://www.zillow.com/homedetails/2622-N-Tustin-Ave-UNIT-A-Santa-Ana-CA-92705/2093199095_zpid/
1062 Maroney Ln,Pacific Palisades,7675000,1,6.0,10.0,7597,CA,https://www.zillow.com/homedetails/1062-Maroney-Ln-Pacific-Palisades-CA-90272/244110100_zpid/
1160 Mission St UNIT 709,SAN FRANCISCO,287274,11,1.0,1.0,764,CA,https://www.zillow.com/homedetails/1160-Mission-St-UNIT-709-San-Francisco-CA-94103/83127981_zpid/
4130 Calle Isabella,SAN CLEMENTE,44000000,12,7.0,10.0,12854,CA,https://www.zillow.com/homedetails/4130-Calle-Isabella-San-Clemente-CA-92672/25145236_zpid/
4730 San Rafael Ave,LOS ANGELES,649900,95,2.0,2.0,1831,CA,https://www.zillow.com/homedetails/4730-San-Rafael-Ave-Los-Angeles-CA-90042/20763281_zpid/
4921 Azucena Rd,WOODLAND HILLS,3499000,16,5.0,6.0,6208,CA,https://www.zillow.com/homedetails/4921-Azucena-Rd-Woodland-Hills-CA-91364/19900115_zpid/
1222 Shafter Ave,SAN FRANCISCO,749000,100,5.0,2.5,2745,CA,https://www.zillow.com/homedetails/1222-Shafter-Ave-San-Francisco-CA-94124/15153895_zpid/
32021 Avenida Evita,SAN JUAN CAPISTRANO,599000,45,3.0,2.0,1471,CA,https://www.zillow.com/homedetails/32021-Avenida-Evita-San-Juan-Capistrano-CA-92675/25561203_zpid/
6266 Camino De La Costa,LA JOLLA,18900000,49,4.0,8.0,6338,CA,https://www.zillow.com/homedetails/6266-Camino-De-La-Costa-La-Jolla-CA-92037/16850614_zpid/
14700 Laurel Dr,Riverside,298000,0,4.0,2.0,1800,CA,https://www.zillow.com/homedetails/14700-Laurel-Dr-Riverside-CA-92503/2091929817_zpid/
2361 Cambridge St,SACRAMENTO,195000,109,3.0,1.0,924,CA,https://www.zillow.com/homedetails/2361-Cambridge-St-Sacramento-CA-95815/26089519_zpid/
1091 Laurel Way,BEVERLY HILLS,35000000,28,8.0,12.0,15000,CA,https://www.zillow.com/homedetails/1091-Laurel-Way-Beverly-Hills-CA-90210/20522044_zpid/
33740 Pacific Coast Hwy,MALIBU,48500000,3,6.0,8.0,6785,CA,https://www.zillow.com/homedetails/33740-Pacific-Coast-Hwy-Malibu-CA-90265/20558261_zpid/
17011 Acena Dr,SAN DIEGO,499000,55,3.0,2.0,1395,CA,https://www.zillow.com/homedetails/17011-Acena-Dr-San-Diego-CA-92128/16743289_zpid/
2110 Hercules Dr,LOS ANGELES,8495000,53,5.0,5.5,4260,CA,https://www.zillow.com/homedetails/2110-Hercules-Dr-Los-Angeles-CA-90046/20802035_zpid/
24900 Paseo Del Rancho,CALABASAS,11900000,21,8.0,7.0,10387,CA,https://www.zillow.com/homedetails/24900-Paseo-Del-Rancho-Calabasas-CA-91302/20553310_zpid/
11 Montage Way,Laguna Beach,29000000,9,5.0,8.0,9500,CA,https://www.zillow.com/homedetails/11-Montage-Way-Laguna-Beach-CA-92651/61644216_zpid/
3476 Ridgeview Dr,Santa Rosa,799000,46,4.0,4.0,2930,CA,https://www.zillow.com/homedetails/3476-Ridgeview-Dr-Santa-Rosa-CA-95404/15869811_zpid/
21 Neptune Ct,SAN RAMON,675000,56,3.0,2.0,1310,CA,https://www.zillow.com/homedetails/21-Neptune-Ct-San-Ramon-CA-94583/18443895_zpid/
10539 Bellagio Rd,LOS ANGELES,34000000,88,5.0,7.5,13361,CA,https://www.zillow.com/homedetails/10539-Bellagio-Rd-Los-Angeles-CA-90077/20526836_zpid/
29825 Corte Faldas,TEMECULA,519000,31,5.0,3.0,2483,CA,https://www.zillow.com/homedetails/29825-Corte-Faldas-Temecula-CA-92591/18170263_zpid/
7125 Breno Pl,RANCHO CUCAMONGA,449000,23,4.0,3.0,2657,CA,https://www.zillow.com/homedetails/7125-Breno-Pl-Rancho-Cucamonga-CA-91701/59198276_zpid/
6057 Scenic Ave,LOS ANGELES,829000,82,2.0,2.0,1370,CA,https://www.zillow.com/homedetails/6057-Scenic-Ave-Los-Angeles-CA-90068/20807196_zpid/
75 Gates St,SAN FRANCISCO,1195000,72,3.0,2.0,775,CA,https://www.zillow.com/homedetails/75-Gates-St-San-Francisco-CA-94110/15161508_zpid/
13158 Leaila Ln,POWAY,599900,56,3.0,2.0,1200,CA,https://www.zillow.com/homedetails/13158-Leaila-Ln-Poway-CA-92064/16829367_zpid/
96 Ridge View Dr,Atherton,24900000,2,6.0,7.0,13849,CA,https://www.zillow.com/homedetails/96-Ridge-View-Dr-Atherton-CA-94027/15597827_zpid/
908 S Orange Ave,SANTA ANA,498000,44,4.0,3.0,1894,CA,https://www.zillow.com/homedetails/908-S-Orange-Ave-Santa-Ana-CA-92701/25095426_zpid/
8971 Shoreham Dr,Los Angeles,6995000,1,4.0,7.0,6032,CA,https://www.zillow.com/homedetails/8971-Shoreham-Dr-Los-Angeles-CA-90069/20799425_zpid/
279 Higate Dr,Daly City,788000,60,3.0,2.0,1160,CA,https://www.zillow.com/homedetails/279-Higate-Dr-Daly-City-CA-94015/15472064_zpid/
15024 Jupiter St,WHITTIER,499888,67,3.0,2.0,1212,CA,https://www.zillow.com/homedetails/15024-Jupiter-St-Whittier-CA-90603/21460866_zpid/
29139 Misty Point Ln,Menifee,300000,14,5.0,3.0,2309,CA,https://www.zillow.com/homedetails/29139-Misty-Point-Ln-Menifee-CA-92585/2086102633_zpid/
350 K St UNIT 312,SAN DIEGO,400000,17,2.0,2.0,1023,CA,https://www.zillow.com/homedetails/350-K-St-UNIT-312-San-Diego-CA-92101/54907184_zpid/
1563 E 53rd St,Los Angeles,190000,111,2.0,1.0,816,CA,https://www.zillow.com/homedetails/1563-E-53rd-St-Los-Angeles-CA-90011/20614510_zpid/
7455 Hillside Dr,LA JOLLA,12999900,13,5.0,7.0,9200,CA,https://www.zillow.com/homedetails/7455-Hillside-Dr-La-Jolla-CA-92037/16851377_zpid/
4347 Marina Dr,SANTA BARBARA,21500000,49,6.0,8.0,14000,CA,https://www.zillow.com/homedetails/4347-Marina-Dr-Santa-Barbara-CA-93110/15905016_zpid/
1031 61st St,Oakland,629000,94,2.0,2.0,1180,CA,https://www.zillow.com/homedetails/1031-61st-St-Oakland-CA-94608/24754871_zpid/
10238 Clancey Ave,DOWNEY,600000,66,4.0,2.0,1521,CA,https://www.zillow.com/homedetails/10238-Clancey-Ave-Downey-CA-90241/21066000_zpid/
4230 Valley Meadow Rd,ENCINO,7999000,1,8.0,11.0,10400,CA,https://www.zillow.com/homedetails/4230-Valley-Meadow-Rd-Encino-CA-91436/19992072_zpid/
29020 Cliffside Dr,MALIBU,17995000,43,4.0,4.0,4054,CA,https://www.zillow.com/homedetails/29020-Cliffside-Dr-Malibu-CA-90265/20555558_zpid/
1110 Green St,SAN FRANCISCO,14400000,38,4.0,6.0,3795,CA,https://www.zillow.com/homedetails/1110-Green-St-San-Francisco-CA-94109/15066047_zpid/
20079 Northcliff Dr,Canyon Country,135000,20,2.0,2.0,1050,CA,https://www.zillow.com/homedetails/20079-Northcliff-Dr-Canyon-Country-CA-91351/2146861102_zpid/
5025 Noble Ave,SHERMAN OAKS,799000,93,3.0,3.0,1566,CA,https://www.zillow.com/homedetails/5025-Noble-Ave-Sherman-Oaks-CA-91403/19982130_zpid/
820 N Whittier Dr,BEVERLY HILLS,26500000,33,6.0,9.0,9200,CA,https://www.zillow.com/homedetails/820-N-Whittier-Dr-Beverly-Hills-CA-90210/20521401_zpid/
609 Palisades Beach Rd,SANTA MONICA,21875000,20,10.0,12.0,10723,CA,https://www.zillow.com/homedetails/609-Palisades-Beach-Rd-Santa-Monica-CA-90402/20486935_zpid/
806 Potrero Ave,SAN FRANCISCO,795000,119,2.0,1.0,1133,CA,https://www.zillow.com/homedetails/806-Potrero-Ave-San-Francisco-CA-94110/15150275_zpid/
3906 Sunset Dr,LOS ANGELES,995000,98,4.0,2.0,1583,CA,https://www.zillow.com/homedetails/3906-Sunset-Dr-Los-Angeles-CA-90027/20747108_zpid/
9255 Swallow Dr,Los Angeles,26995000,58,7.0,12.0,12800,CA,https://www.zillow.com/homedetails/9255-Swallow-Dr-Los-Angeles-CA-90069/20799705_zpid/
20242 Westpoint Dr,RIVERSIDE,445000,40,5.0,4.0,4295,CA,https://www.zillow.com/homedetails/20242-Westpoint-Dr-Riverside-CA-92507/67087601_zpid/
8462 Kirkwood Dr,LOS ANGELES,799000,63,2.0,1.0,901,CA,https://www.zillow.com/homedetails/8462-Kirkwood-Dr-Los-Angeles-CA-90046/20797866_zpid/
7 Country Oak Ln,ALAMO,39000000,9,10.0,22.0,21582,CA,https://www.zillow.com/homedetails/7-Country-Oak-Ln-Alamo-CA-94507/82864429_zpid/
2404 San Marco Dr,LOS ANGELES,1995000,94,5.0,6.0,2706,CA,https://www.zillow.com/homedetails/2404-San-Marco-Dr-Los-Angeles-CA-90068/20804179_zpid/
35545 Balsam St,WILDOMAR,385000,29,5.0,3.0,2640,CA,https://www.zillow.com/homedetails/35545-Balsam-St-Wildomar-CA-92595/17941728_zpid/
881 Thomas Ave APT 21,San Diego,795000,45,3.0,2.0,1362,CA,https://www.zillow.com/homedetails/881-Thomas-Ave-APT-21-San-Diego-CA-92109/2085608834_zpid/
7292 Exotic Garden Dr,CAMBRIA,60000000,20,11.0,12.0,32500,CA,https://www.zillow.com/homedetails/7292-Exotic-Garden-Dr-Cambria-CA-93428/15404962_zpid/
5230 Gordon Ave,EL CERRITO,549000,38,3.0,2.0,1424,CA,https://www.zillow.com/homedetails/5230-Gordon-Ave-El-Cerrito-CA-94530/18535514_zpid/
6164 Mauritania Ave,OAKLAND,395000,92,2.0,1.0,1098,CA,https://www.zillow.com/homedetails/6164-Mauritania-Ave-Oakland-CA-94605/24785582_zpid/
256 Eucalyptus Hill Dr,SANTA BARBARA,36890000,105,7.0,20.0,22729,CA,https://www.zillow.com/homedetails/256-Eucalyptus-Hill-Dr-Santa-Barbara-CA-93108/15881754_zpid/
8 Beverly Park,Beverly Hills,34800000,31,7.0,10.0,11145,CA,https://www.zillow.com/homedetails/8-Beverly-Park-Beverly-Hills-CA-90210/20533668_zpid/
4125 Franklin Ave,FULLERTON,549900,54,3.0,2.0,1400,CA,https://www.zillow.com/homedetails/4125-Franklin-Ave-Fullerton-CA-92833/25152393_zpid/
34 Sylvan Way,Woodacre,499000,94,3.0,1.0,1422,CA,https://www.zillow.com/homedetails/34-Sylvan-Way-Woodacre-CA-94973/82589073_zpid/
12579 Empire Pl,VICTORVILLE,193900,31,3.0,2.0,1268,CA,https://www.zillow.com/homedetails/12579-Empire-Pl-Victorville-CA-92392/17630618_zpid/
659 E 52nd Pl,Los Angeles,315000,108,2.0,1.0,960,CA,https://www.zillow.com/homedetails/659-E-52nd-Pl-Los-Angeles-CA-90011/20613205_zpid/
2910 Ellis St,BERKELEY,875000,109,2.0,2.0,1557,CA,https://www.zillow.com/homedetails/2910-Ellis-St-Berkeley-CA-94703/24830311_zpid/
714 E Stearns Ave,LA HABRA,370000,90,3.0,1.0,1120,CA,https://www.zillow.com/homedetails/714-E-Stearns-Ave-La-Habra-CA-90631/25363321_zpid/
10483 Sandall Ln,LOS ANGELES,8450000,1,4.0,5.0,6880,CA,https://www.zillow.com/homedetails/10483-Sandall-Ln-Los-Angeles-CA-90077/20529750_zpid/
23777 Mulholland Hwy SPC 151,Calabasas,349000,44,4.0,3.0,1800,CA,https://www.zillow.com/homedetails/23777-Mulholland-Hwy-SPC-151-Calabasas-CA-91302/2127467639_zpid/
1816 Laurel Canyon Blvd,LOS ANGELES,5250000,0,5.0,6.0,5960,CA,https://www.zillow.com/homedetails/1816-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/20802436_zpid/
5107 Los Hermosos Way,Los Angeles,10498000,0,5.0,7.0,7511,CA,https://www.zillow.com/homedetails/5107-Los-Hermosos-Way-Los-Angeles-CA-90027/2085523910_zpid/
9719 Heather Rd,BEVERLY HILLS,24500000,28,5.0,8.0,10050,CA,https://www.zillow.com/homedetails/9719-Heather-Rd-Beverly-Hills-CA-90210/20522792_zpid/
636 Sunnyside Ave,SAN DIEGO,460000,65,4.0,1.0,1112,CA,https://www.zillow.com/homedetails/636-Sunnyside-Ave-San-Diego-CA-92114/17122903_zpid/
2037 36th Ave,OAKLAND,499000,110,3.0,2.0,1292,CA,https://www.zillow.com/homedetails/2037-36th-Ave-Oakland-CA-94601/24779425_zpid/
6127 Glen Holly St,LOS ANGELES,799000,93,2.0,1.0,792,CA,https://www.zillow.com/homedetails/6127-Glen-Holly-St-Los-Angeles-CA-90068/20806882_zpid/
1369 Coast Walk,La Jolla,29500000,15,6.0,11.0,12000,CA,https://www.zillow.com/homedetails/1369-Coast-Walk-La-Jolla-CA-92037/2089445597_zpid/
2061 Ivar Ave,Los Angeles,1399000,83,3.0,4.0,1983,CA,https://www.zillow.com/homedetails/2061-Ivar-Ave-Los-Angeles-CA-90068/20804534_zpid/
(undisclosed Address),LAGUNA BEACH,48000000,23,6.0,9.0,10000,CA,https://www.zillow.com/homedetails/(undisclosed-Address)-Laguna-Beach-CA-92651/2085830202_zpid/
12843 Andretti St,MORENO VALLEY,251500,36,3.0,2.0,1460,CA,https://www.zillow.com/homedetails/12843-Andretti-St-Moreno-Valley-CA-92553/17890144_zpid/
23500 Collins St,Woodland Hills,2850000,14,6.0,7.0,6400,CA,https://www.zillow.com/homedetails/23500-Collins-St-Woodland-Hills-CA-91367/2099669324_zpid/
12 Fairway Pt,NEWPORT COAST,33900000,17,7.0,9.0,13532,CA,https://www.zillow.com/homedetails/12-Fairway-Pt-Newport-Coast-CA-92657/25503166_zpid/
41 Tide Watch,Newport Coast,23850000,1,6.0,8.0,12826,CA,https://www.zillow.com/homedetails/41-Tide-Watch-Newport-Coast-CA-92657/69248438_zpid/
27748 Hummingbird Ct,HAYWARD,548999,48,4.0,3.0,1656,CA,https://www.zillow.com/homedetails/27748-Hummingbird-Ct-Hayward-CA-94545/24989509_zpid/
10535 Vestone Way,LOS ANGELES,17888000,0,6.0,7.0,14586,CA,https://www.zillow.com/homedetails/10535-Vestone-Way-Los-Angeles-CA-90077/20529542_zpid/
39 Ramona Ave,Piedmont,1095000,99,3.0,2.0,1449,CA,https://www.zillow.com/homedetails/39-Ramona-Ave-Piedmont-CA-94611/24750854_zpid/
15 Skyview Way,SAN FRANCISCO,1295000,64,3.0,2.0,1850,CA,https://www.zillow.com/homedetails/15-Skyview-Way-San-Francisco-CA-94131/15132094_zpid/
4630 Tobias Ave,SHERMAN OAKS,2095000,3,5.0,7.0,4282,CA,https://www.zillow.com/homedetails/4630-Tobias-Ave-Sherman-Oaks-CA-91403/19984062_zpid/
13691 Gavina Ave UNIT 638,Sylmar,149900,30,3.0,2.0,1680,CA,https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-638-Sylmar-CA-91342/136709735_zpid/
1620 Carla Rdg,BEVERLY HILLS,24950000,5,6.0,8.0,9393,CA,https://www.zillow.com/homedetails/1620-Carla-Rdg-Beverly-Hills-CA-90210/20534519_zpid/
7111 La Tijera Blvd APT A202,LOS ANGELES,580000,28,2.0,3.0,1618,CA,https://www.zillow.com/homedetails/7111-La-Tijera-Blvd-APT-A202-Los-Angeles-CA-90045/59276499_zpid/
1181 Laurel Way,BEVERLY HILLS,15250000,15,7.0,8.0,9370,CA,https://www.zillow.com/homedetails/1181-Laurel-Way-Beverly-Hills-CA-90210/61361593_zpid/
2500 E Valley Rd,SANTA BARBARA,85000000,88,12.0,13.0,29483,CA,https://www.zillow.com/homedetails/2500-E-Valley-Rd-Santa-Barbara-CA-93108/15960404_zpid/
30802 Coast Hwy SPC B1,Laguna Beach,149900,15,2.0,2.0,950,CA,https://www.zillow.com/homedetails/30802-Coast-Hwy-SPC-B1-Laguna-Beach-CA-92651/69251171_zpid/
3100 Benedict Canyon Dr,BEVERLY HILLS,15988000,2,6.0,11.0,12569,CA,https://www.zillow.com/homedetails/3100-Benedict-Canyon-Dr-Beverly-Hills-CA-90210/95046675_zpid/
16443 Top O Crosby,SAN DIEGO,13500000,5,8.0,11.0,15113,CA,https://www.zillow.com/homedetails/16443-Top-O-Crosby-San-Diego-CA-92127/99576328_zpid/
1093 19th St,San Francisco,1159000,41,3.0,2.0,1454,CA,https://www.zillow.com/homedetails/1093-19th-St-San-Francisco-CA-94107/2085618593_zpid/
2714 Adriatic Way,Sacramento,399900,44,3.0,2.0,1574,CA,https://www.zillow.com/homedetails/2714-Adriatic-Way-Sacramento-CA-95826/25891557_zpid/
9237 Wakefield Ave,PANORAMA CITY,550000,1,4.0,4.0,1850,CA,https://www.zillow.com/homedetails/9237-Wakefield-Ave-Panorama-City-CA-91402/20125003_zpid/
5872 Morpeth St,OAKLAND,1350000,82,3.0,2.0,2262,CA,https://www.zillow.com/homedetails/5872-Morpeth-St-Oakland-CA-94618/24812600_zpid/
145 S La Paz St,ANAHEIM,689000,50,3.0,2.0,1505,CA,https://www.zillow.com/homedetails/145-S-La-Paz-St-Anaheim-CA-92807/25414094_zpid/
16512 Blackbeard Ln APT 200,Huntington Beach,290000,39,3.0,2.0,1272,CA,https://www.zillow.com/homedetails/16512-Blackbeard-Ln-APT-200-Huntington-Beach-CA-92649/25740375_zpid/
8435 Summerfield Ave,WHITTIER,389000,67,3.0,2.0,1152,CA,https://www.zillow.com/homedetails/8435-Summerfield-Ave-Whittier-CA-90606/21446013_zpid/
1174 Waverly Cir,HERCULES,549950,15,4.0,3.0,2123,CA,https://www.zillow.com/homedetails/1174-Waverly-Cir-Hercules-CA-94547/64810894_zpid/
3243 Sonoma Ave,Santa Rosa,459000,68,3.0,2.0,1344,CA,https://www.zillow.com/homedetails/3243-Sonoma-Ave-Santa-Rosa-CA-95405/15760296_zpid/
2229 Thistle St,Rosamond,20422,29,3.0,2.0,1532,CA,https://www.zillow.com/homedetails/2229-Thistle-St-Rosamond-CA-93560/18968580_zpid/
1024 Summit Dr,BEVERLY HILLS,22500000,95,7.0,8.0,12000,CA,https://www.zillow.com/homedetails/1024-Summit-Dr-Beverly-Hills-CA-90210/20522157_zpid/
1116 Laurel Way,BEVERLY HILLS,19998000,28,6.0,8.0,10309,CA,https://www.zillow.com/homedetails/1116-Laurel-Way-Beverly-Hills-CA-90210/20522032_zpid/
1979 Stradella Rd,LOS ANGELES,6989000,2,4.0,6.5,6112,CA,https://www.zillow.com/homedetails/1979-Stradella-Rd-Los-Angeles-CA-90077/20530294_zpid/
48 Bache St,SAN FRANCISCO,788000,114,2.0,3.0,976,CA,https://www.zillow.com/homedetails/48-Bache-St-San-Francisco-CA-94110/15164537_zpid/
61 Portola Dr,PALM SPRINGS,249500,69,3.0,3.5,1900,CA,https://www.zillow.com/homedetails/61-Portola-Dr-Palm-Springs-CA-92264/18136309_zpid/
1240 Sierra Alta Way,Los Angeles,10495000,1,4.0,6.0,5500,CA,https://www.zillow.com/homedetails/1240-Sierra-Alta-Way-Los-Angeles-CA-90069/20534877_zpid/
243 E Home St,LONG BEACH,498500,54,3.0,3.0,1680,CA,https://www.zillow.com/homedetails/243-E-Home-St-Long-Beach-CA-90805/21156319_zpid/
2123 Eveleth Ave,San Leandro,550000,67,3.0,2.0,1761,CA,https://www.zillow.com/homedetails/2123-Eveleth-Ave-San-Leandro-CA-94577/24882291_zpid/
